,sentence,year_from,year_to
7066,на радост на самего бога,1988,1988
7067,тебе те испраќаме,1988,1988
7068,тебе,1988,1988
7069,владимире мошин,1988,1988
7070,тебе што дури од петроград,1988,1988
7071,се прибра најпосле овде,1988,1988
7072,да бидеш со нас,1988,1988
7073,презирајќи ги фарисеите,1988,1988
7074,о поручниче,1988,1988
7075,о професоре,1988,1988
7076,о ставрофоре,1988,1988
7077,дали случајно било,1988,1988
7078,да станеме пријатели,1988,1988
7079,ти и јас,1988,1988
7080,стари пријателе,1988,1988
7081,и сега јас,1988,1988
7082,збунет,1988,1988
7083,да те испраќам,1988,1988
7084,васил чипов,1988,1988
7085,прости што не те испратив,1988,1988
7086,брате,1988,1988
7087,така се случи,1988,1988
7088,еднаш,1988,1988
7089,кога го видов островското езеро,1988,1988
7090,кај пателе,1988,1988
7091,на тебе се сетив,1988,1988
7092,и со тебе ја делев,1988,1988
7093,тогаш,1988,1988
7094,на пролетта милината,1988,1988
7095,сега,1988,1988
7096,вечен самотник,1988,1988
7097,жеден за братски преграб,1988,1988
7098,ти,1988,1988
7099,верно,1988,1988
7100,ме чекаш во глината,1988,1988
7101,љубов,1989,1989
7102,некаде кајшто сум бил веќе,1989,1989
7103,некогаш,1989,1989
7104,пак сега треба да се вратам,1989,1989
7105,во што се претвораш сило на љубовта во мене,1989,1989
7106,зарем во нешто,1989,1989
7107,што не можам уште да го сфатам,1989,1989
7108,како развластен или опожарен,1989,1989
7109,кој граба што му паднало под рака,1989,1989
7110,да носи,1989,1989
7111,така те понесов цврсто преграбена,1989,1989
7112,а не знам заправо,1989,1989
7113,во избезуменост,1989,1989
7114,каква си сега,1989,1989
7115,и дури што си,1989,1989
7116,како ќе ти биде во новото жилиште,1989,1989
7117,во простор тесен студен и јаден,1989,1989
7118,како ќе се менуваш и изобличуваш,1989,1989
7119,ти тука,1989,1989
7120,пак не знам,1989,1989
7121,сепак не те пуштам како да сакам,1989,1989
7122,да бидеш со мене,1989,1989
7123,да не ме оставаш,1989,1989
7124,до денот последен,1989,1989
7125,и часот заден,1989,1989
7126,вино,1989,1989
7127,убаво е виното во домаќинска куќа,1989,1989
7128,во обични чаши,1989,1989
7129,на сведни,1989,1989
7130,убаво е виното,1989,1989
7131,во дворците на монарсите,1989,1989
7132,во златни пехари,1989,1989
7133,што ги допираат усни секогаш жедни,1989,1989
7134,сепак,1989,1989
7135,најубаво е виното,1989,1989
7136,од визбите на патријарсите,1989,1989
7137,црвено,1989,1989
7138,искресто како очи на ѕверка,1989,1989
7139,јас сум го пиел само дватри пати,1989,1989
7140,скришно,1989,1989
7141,од рацете на бела калуѓерка,1989,1989
7143,пак сум на плетвар,1989,1989
7144,ене го златоврв,1989,1989
7145,во синевината се извишил,1989,1989
7146,пругоре в небо,1989,1989
7147,и за секогаш,1989,1989
7148,како со благослов да ме пречекува,1989,1989
7149,здравствуј златоврв,1989,1989
7150,бдителу вечен,1989,1989
7151,над лулки свадби и закопи,1989,1989
7152,овде,1989,1989
7153,во мојот крај,1989,1989
7155,спокојна стено,1989,1989
7156,на диви гулаби жилиште,1989,1989
7157,на змија што низ твојот камен,1989,1989
7158,по сончев постилач се лизга,1989,1989
7159,од процеп до процеп,1989,1989
7160,како штит што одбива сабји,1989,1989
7161,така ти ги одбиваш ровјите,1989,1989
7162,од век на век,1989,1989
7163,без возбуда,1989,1989
7164,го враќаш гласот на грмежите,1989,1989
7165,во стократен ек,1989,1989
7166,да рскоти сè околу тебе,1989,1989
7167,ќе почекаш да минат облаците,1989,1989
7168,за да се види,1989,1989
7169,на златното сонце,1989,1989
7170,дека го чуваш,1989,1989
7171,привичниот мир,1989,1989
7172,никој од смртните,1989,1989
7173,подложни на нездрав трепет,1989,1989
7174,дораснати за мигот,1989,1989
7175,но јадни за дните,1989,1989
7176,не може да го сети твоето уривање,1989,1989
7178,мнозина досега се решиле,1989,1989
7179,да ја искачат твојата стрмнина,1989,1989
7180,стапка по стапка,1989,1989
7181,со притаен ужас над сурите пропасти,1989,1989
7182,јас сум те гледал со восхит,1989,1989
7183,од далеку,1989,1989
7184,сега е доцна за подвиг,1989,1989
7186,сепак сум некако сврзан со тебе,1989,1989
7187,сурова грамадо од карпи,1989,1989
7188,камена камбано,1989,1989
7189,почуј го овој восторжен повик,1989,1989
7190,и не затворај се пред мене,1989,1989
7191,во својата трајност,1989,1989
7192,и јас ги разбирам страните на светот,1989,1989
7193,каде и да сум,1989,1989
7194,по твојот гранитен лик во споменот,1989,1989
7195,така се крепам,1989,1989
7197,збогум и овој пат златоврв,1989,1989
7198,виши се горо,1989,1989
7199,и биди знак,1989,1989
7200,и биди сведок,1989,1989
7201,дека сум имал тука татковина,1989,1989
7202,и дека и ние сме сеќавале,1989,1989
7203,понекогаш,1989,1989
7204,порив за подем и дури спокојство,1989,1989
7205,како да сме ти браќа,1989,1989
7206,сирма,1989,1989
7207,таа одеше по јама и стогово,1989,1989
7208,облечена во машка руба,1989,1989
7209,и наметната со сакма,1989,1989
7210,никој не разбра дека е таа девојка,1989,1989
7211,дури не пукнаа пустите петлици,1989,1989
7212,на нејзините гради,1989,1989
7213,но таа со камен натфрли,1989,1989
7214,и куршум провре низ прстен,1989,1989
7215,што никој друг не можеше,1989,1989
7216,и седумдесет дружина,1989,1989
7217,одбраа сирма војвода,1989,1989
7218,никој не узна дека таа беше самовилска ќерка,1989,1989
7219,подложна на друга судбина,1989,1989
7220,и како да држи фурка таа,1989,1989
7221,и како да му лула дете на тланик,1989,1989
7222,на некој јоан попов,1989,1989
7223,никој не сети што е нејзината крајна возбуда и наслада,1989,1989
7224,и дали воопшто ја постига,1989,1989
7225,само дека ги бара горските ширини,1989,1989
7226,и пискотот на куршумите,1989,1989
7227,тоа го знаеја,1989,1989
7228,можеби самата се проколнуваше,1989,1989
7229,дека е таква,1989,1989
7230,и денеска има нејзини потомки во светов,1989,1989
7231,родени за слобода,1989,1989
7232,загледани само во себе,1989,1989
7233,тие стануваат улави љубовници,1989,1989
7234,во десет саатот претпладне,1989,1989
7235,седев испружен на лита рогузина,1989,1989
7236,налактен на левата рока,1989,1989
7237,со десната цигар си паља,1989,1989
7238,од мангалот,1989,1989
7239,гледав на запад,1989,1989
7240,тешко ти и горко исаија,1989,1989
7241,си мисља,1989,1989
7242,кој зноет шчо те чекат ушче,1989,1989
7243,после си реков со умот,1989,1989
7244,ами свети ѓорѓија ами свет димитрија,1989,1989
7245,не биле души,1989,1989
7246,и шчо извиделе и шчо истргале,1989,1989
7247,и животта ја дале,1989,1989
7248,за ристоса,1989,1989
7249,тога се претстави пред мене,1989,1989
7250,мож,1989,1989
7251,речи триесетгодишен,1989,1989
7252,воин,1989,1989
7253,во зелена облека,1989,1989
7254,шчо си се уфилил исаија,1989,1989
7255,праша,1989,1989
7256,таке и таке господине,1989,1989
7257,не бери гајле исаија,1989,1989
7258,имат господ над нас,1989,1989
7259,ќе тргаш моки за тргање,1989,1989
7260,ама и куртул имало за тебе,1989,1989
7261,таке да зноеш,1989,1989
7262,прибрав душа,1989,1989
7263,зедов здив,1989,1989
7264,тргнав од цигарот,1989,1989
7265,ами како влезе овде,1989,1989
7266,низ тољку стражи,1989,1989
7267,господине,1989,1989
7268,мене не моет никој да ме видит,1989,1989
7269,слегов на коња,1989,1989
7270,од лазорополе,1989,1989
7271,долу низ вртешка,1989,1989
7272,сега требет назад да се врата,1989,1989
7273,бргобрго,1989,1989
7274,дур не догледала дунава твоја,1989,1989
7275,оту ме немат на иконата,1989,1989
7276,и го снема,1989,1989
7277,тога ми текна,1989,1989
7278,оту беше свети ѓорѓија златен,1989,1989
7279,војводата блаже во испустеното бирино,1989,1989
7280,бирино село малечко,1989,1989
7281,во крушовската планина,1989,1989
7282,неколку куќи само,1989,1989
7283,зад ѕидишта од плитар,1989,1989
7284,обилно сонце во летно претпладне,1989,1989
7285,жива душа нема,1989,1989
7286,ни пес да лавне,1989,1989
7287,ни кокошка да чепне зрнце,1989,1989
7288,само војводата блаже,1989,1989
7289,тој ми блаже биринчето,1989,1989
7290,седнал на средсело скрснозе,1989,1989
7291,кренал глава,1989,1989
7292,засукал мустаќи,1989,1989
7293,испрчил гради,1989,1989
7294,наперил поглед,1989,1989
7295,пушката мале пушката,1989,1989
7296,пушката малихерата,1989,1989
7297,ја клал на скутот,1989,1989
7298,и не мрда,1989,1989
7299,додека да го кадроса,1989,1989
7300,косте зограф и фотограф,1989,1989
7301,за една книга за илинден,1989,1989
7302,што сум ја читал некогаш,1989,1989
7303,еpилоg,1989,1989
7304,од тоа село бирино,1989,1989
7305,остана само кадрото,1989,1989
7306,пустото кадро блажево,1989,1989
7307,гледање во филџан,1989,1989
7308,еве една стара жена,1989,1989
7309,забрадена со шамија,1989,1989
7310,седи покрај прозорец,1989,1989
7311,се налактила,1989,1989
7312,гледа неподвижно надвор,1989,1989
7313,те чека тебе,1989,1989
7314,и толку е тажна,1989,1989
7315,и толку е тажна,1989,1989
7316,а сега,1989,1989
7317,еве и една голема празнина,1989,1989
7318,како сиво небо,1989,1989
7319,над долгата линија,1989,1989
7320,на твојот живот,1989,1989
7321,поглед,1989,1989
7322,гледам во мрачното небо,1989,1989
7323,преку полето,1989,1989
7324,право таму каде што ридот,1989,1989
7325,го притиска матното небо,1989,1989
7326,сè во иста посока,1989,1989
7327,упорно се вѕирам,1989,1989
7328,сè натаму сè натаму,1989,1989
7329,сум го забил погледот,1989,1989
7330,во истото матно небо,1989,1989
7331,длабам длабам како со сврдел,1989,1989
7332,како да може погледот,1989,1989
7333,да проникне подалеку,1989,1989
7334,од ниското матно небо,1989,1989
7336,рано те испративме по туѓи градишта,1989,1989
7337,мал ни беше ти уште уште малечок,1989,1989
7338,што ако рече не одам си велевме,1989,1989
7339,а ти не пререче ништо,1989,1989
7340,и отиде,1989,1989
7341,да знаеш како било на мајка тогаш,1989,1989
7342,перам,1989,1989
7343,а твојата преслека ми ја нема,1989,1989
7344,под прстиве,1989,1989
7345,спростирам,1989,1989
7346,а твојата бела кошула ми ја нема,1989,1989
7347,да ја погалам,1989,1989
7349,немој да ми кажуваш,1989,1989
7350,твои сеќавања за мене,1989,1989
7351,поарно со очи на друг,1989,1989
7352,што будно ме следеле,1989,1989
7353,никогаш самиот да не се видам себе,1989,1989
7354,поарно да не сфатам никогаш,1989,1989
7355,што се случувало,1989,1989
7356,заправо,1989,1989
7357,со мене,1989,1989
7358,болничка соба,1989,1989
7359,се трупа мрак во собата,1989,1989
7360,креветот станува сплав,1989,1989
7361,го носи матен вардар,1989,1989
7362,сега си веќе во витлите,1989,1989
7363,под сопот,1989,1989
7364,напни мускули,1989,1989
7365,здраво,1989,1989
7366,утре,1989,1989
7367,нека те раздени,1989,1989
7368,пред демир капија,1989,1989
7369,простум,1989,1989
7370,травник,1989,1989
7371,во родната куќа на иво андриќ,1989,1989
7372,целиот овој град,1989,1989
7373,со реката,1989,1989
7374,со планините,1989,1989
7375,се сели во приказна,1989,1989
7376,како измислен,1989,1989
7377,сега штом ќе помислам,1989,1989
7378,колку е нереално за нас,1989,1989
7379,заправо,1989,1989
7380,како да било измислено,1989,1989
7381,она детство,1989,1989
7382,што ни го прикажуваат овде,1989,1989
7383,почеток на денот,1989,1989
7384,биди спокоен,1989,1989
7385,не бој се,1989,1989
7386,крепи вера,1989,1989
7387,и денеска ќе минеш,1989,1989
7388,како вчера,1989,1989
7389,сенка,1989,1989
7390,оваа лека сенка преку патот,1989,1989
7391,што неусетно падна,1989,1989
7392,сè уште проѕирна,1989,1989
7393,значи веќе вистинска пресуда над денот,1989,1989
7394,иако никој и не помислува на тоа,1989,1989
7395,таа паѓа како преку душата,1989,1989
7396,без никаква тежина,1989,1989
7397,само со неусетна нијанса на студ,1989,1989
7398,но тоа значи потпис на пресуда,1989,1989
7399,над денот,1989,1989
7400,по неа иде самрак,1989,1989
7401,па мрак,1989,1989
7402,одлагање,1989,1989
7403,есента мина по патека кална,1989,1989
7404,зимата поклопи студена,1989,1989
7405,во бел и празен простор тална,1989,1989
7406,духот во предела судена,1989,1989
7407,пак глочка оној невидлив јарем,1989,1989
7408,и трпне снага истината,1989,1989
7409,избегни го уште денеска барем,1989,1989
7410,тажниот поглед на вистината,1989,1989
7411,пожар,1989,1989
7412,ветрот од далеку носи гаровина,1989,1989
7413,гасете дури е време,1989,1989
7414,од другата страна на ридот,1989,1989
7415,сузбиван и задишен,1989,1989
7416,лази помешечки нагоре,1989,1989
7417,огнот,1989,1989
7418,гасете дури е време,1989,1989
7419,тој брза да стигне на сртот,1989,1989
7420,до првиот мрак,1989,1989
7421,за да се исправи горе спроти небото,1989,1989
7422,со сиот раст,1989,1989
7423,да блесне,1989,1989
7424,величествено страшен,1989,1989
7425,пред да заслегува ваму,1989,1989
7426,гасете дури е време,1989,1989
7427,болест,1989,1989
7428,биди добредојдена,1989,1989
7429,утко,1989,1989
7430,направи си гнездо каде ти е драго,1989,1989
7431,во мракот на ова тело,1989,1989
7432,бдеј таму утај и мавтај со крилја,1989,1989
7433,во таа темница,1989,1989
7434,ти имаш отсега благородна должност,1989,1989
7435,да ме водиш постепено,1989,1989
7436,макар низ маки,1989,1989
7437,ако треба,1989,1989
7438,до некаква само моја крајна вистина,1989,1989
7439,в зори,1989,1989
7440,се развиделило,1989,1989
7441,под твојот прозорец црцорат живо врапци,1989,1989
7442,низ таа ситна врева се провира,1989,1989
7443,мек како јаток гласот на гугучка,1989,1989
7444,џагори несогласно и возбудено страчката,1989,1989
7445,всушност,1989,1989
7446,ти секогаш си бил меѓу птиците,1989,1989
7447,а тоа ретко ти допира до свеста,1989,1989
7448,ноќеска сте спиеле,1989,1989
7449,сега се будите,1989,1989
7450,чување на мртовец,1989,1989
7451,невидливата сенка на покојниот,1989,1989
7452,и таа седи меѓу нас,1989,1989
7453,на едно слободно столче,1989,1989
7454,ги спуштила рацете на коленици,1989,1989
7455,навела глава,1989,1989
7456,и само одвременавреме нè погледнува,1989,1989
7457,скришум,1989,1989
7458,под око,1989,1989
7459,да провери,1989,1989
7460,дали е уште присутен,1989,1989
7461,оној израз на почит и тага,1989,1989
7462,на нашите лица,1989,1989
7463,полн циклус,1989,1989
7464,варијација на една pесна на tурскиоt,1989,1989
7465,pоеt фазил хисни даgларџа,1989,1989
7466,подруго беше дури уште бевме четворицата,1989,1989
7467,младоста љубовта смртта и јас,1989,1989
7468,после останавме тројца,1989,1989
7469,љубовта смртта и јас,1989,1989
7470,а сега сме еве само двајца,1989,1989
7471,лице в лице,1989,1989
7472,смртта и јас,1989,1989
7473,отпрвин,1989,1989
7474,таа држеше сосем скромно место,1989,1989
7475,смртта,1989,1989
7476,сега повасува,1989,1989
7477,за да не остане на крајот,1989,1989
7478,ниеден,1989,1989
7479,од четворицата,1989,1989
7480,есенско зајдисонце,1989,1989
7481,како да паднал камен в бунар,1989,1989
7482,како да спуштиле в гроб некого,1989,1989
7483,по некој бесмислен суд,1989,1989
7484,сонцето зајде,1989,1989
7485,никогаш така,1989,1989
7486,и никогаш ваков да се фати,1989,1989
7487,околу срцето,1989,1989
7488,студ,1989,1989
7489,селски пат,1989,1989
7490,таа патека,1989,1989
7491,тесна и кривуличава,1989,1989
7492,ја провирам како конец низ игла,1989,1989
7493,во мојот спомен,1989,1989
7494,сега ме води по каменици,1989,1989
7495,еве ме стасав и до чешмата,1989,1989
7496,тука е отепан соколе наш,1989,1989
7497,во пусто турско,1989,1989
7498,го протнав патчето сè до сивец,1989,1989
7499,оттука веќе се гледа долу,1989,1989
7500,небрегово,1989,1989
7501,мајаковски,1989,1989
7502,се случи да остане сосем сам,1989,1989
7503,го порази наглата свест,1989,1989
7504,за бесконечната оддалеченост,1989,1989
7505,дури и на најблиската душа,1989,1989
7506,како да е дете што првпат сетило,1989,1989
7507,дека мајка му има и други грижи,1989,1989
7508,па и занеси,1989,1989
7509,разбра,1989,1989
7510,во таа празнина,1989,1989
7511,дека му нема спас,1989,1989
7512,и дека битот веќе го раскостил,1989,1989
7513,љубовниот чун,1989,1989
7514,молба,1989,1989
7515,ти доживеа јас да влечам изнемоштено тело,1989,1989
7516,немој барем со внимателен однос,1989,1989
7517,да ми ја одлагаш,1989,1989
7518,онаа остра болка што ми припаѓа,1989,1989
7519,и што единствено можам,1989,1989
7520,сега и вака,1989,1989
7521,да ја доживувам со сето свое суштество,1989,1989
7522,во паркот,1989,1989
7523,почекај ме дури да се вратам,1989,1989
7524,најди добро место за седење,1989,1989
7525,не е важен разговорот,1989,1989
7526,може и да молчиме,1989,1989
7527,уште е топло,1989,1989
7528,иако сонцето заоѓа,1989,1989
7529,уште е светло,1989,1989
7530,иако се ближи мракот,1989,1989
7531,дуња,1989,1989
7532,и оваа есен како лани ти си втурена од род,1989,1989
7533,не ти наштетиле многу ненадејните ноќни студови,1989,1989
7534,во марта,1989,1989
7535,си ги зачувала крупните жолти плодови,1989,1989
7536,и ги криеш сега како в пазуви,1989,1989
7537,милосно,1989,1989
7538,зашто со нив си самата поубава,1989,1989
7539,заправо тебе ти е можеби сеедно,1989,1989
7540,ти секако би стоела вака нема и спокојна,1989,1989
7541,па што да дојде,1989,1989
7542,го велам тоа,1989,1989
7543,и веднаш се прашувам,1989,1989
7544,а што разбираме ние од радоста и маката,1989,1989
7545,на другите,1989,1989
7546,спомените,1989,1989
7547,што ми е грижа што било лага,1989,1989
7548,и каде водела измамна трага,1989,1989
7549,целиот живот ми се спомените,1989,1989
7550,и за преоценка да дошло време,1989,1989
7551,не може никој нив да ми ги земе,1989,1989
7552,целиот живот ми се спомените,1989,1989
7553,по моја волја тие се редат,1989,1989
7554,и илузиите нешто да вредат,1989,1989
7555,целиот живот ми се спомените,1989,1989
7556,јас само над нив со власт крајна,1989,1989
7557,создавам своја родина тајна,1989,1989
7558,целиот живот ми се спомените,1989,1989
7559,на сонце,1989,1989
7560,ова е есенско сонце,1989,1989
7561,сврти се со грб накај него,1989,1989
7562,да сетат топлина плешките,1989,1989
7563,постој така,1989,1989
7564,сврти се сега со лице,1989,1989
7565,замижи и замисли се,1989,1989
7566,се ретчат ваквите денови,1989,1989
7567,пензионери,1989,1989
7568,прв ден во месецот,1989,1989
7569,есенско утро како на дожд,1989,1989
7570,тие се нашле веќе во купче,1989,1989
7571,пред поштата,1989,1989
7572,рано,1989,1989
7573,изѕемнати,1989,1989
7574,збирај раменици под лити палтенца,1989,1989
7575,мрморат нешто важно под нос,1989,1989
7576,едното око им е во вратата,1989,1989
7577,да не го пропуштат чеканиот момент,1989,1989
7578,а штом вратата се отвора,1989,1989
7579,брзо се растура нивниот собир,1989,1989
7580,секој се пушта по својот поштар,1989,1989
7581,кој ќе го чека инаку до пладне,1989,1989
7582,ситните пари ги оставаат бакшиш,1989,1989
7583,дома стутулени бабичките,1989,1989
7584,треба за денеска лебец и млекце,1989,1989
7585,и малце зарзават,1989,1989
7586,а бре македонче,1989,1989
7587,совест,1989,1989
7588,колку може мачка,1989,1989
7589,да ишмука коска од копан,1989,1989
7590,ја остава на сонце да се суши,1989,1989
7591,до белината на креда,1989,1989
7592,што крцка под заби,1989,1989
7593,а тоа сонце пече право в теме,1989,1989
7594,сосем си гол,1989,1989
7595,нигде сенка,1989,1989
7596,залудно ги креваш рацете над глава,1989,1989
7597,шмука и пече совеста,1989,1989
7598,гробови,1989,1989
7599,среќен е тој што може да запали свеќа,1989,1989
7600,на гробот на своите предци,1989,1989
7601,застанува потоа молкум,1989,1989
7602,со наведена глава,1989,1989
7603,и гледа како се шета жолтиот пламен,1989,1989
7604,во камарчето,1989,1989
7605,воспоставен е контактот,1989,1989
7606,и никој не е тогаш посилен од човека,1989,1989
7607,ни самата смрт,1989,1989
7608,тоа е час на негова победа,1989,1989
7609,а како му е на слепиот,1989,1989
7610,што не може да види ништо такво,1989,1989
7611,но тој го има својот опип,1989,1989
7612,тој ќе се спушти на коленици,1989,1989
7613,ќе ја помазни со дланка студената плоча,1989,1989
7614,или просто набиената земја,1989,1989
7615,и пак се исправа,1989,1989
7616,и тој како победник,1989,1989
7617,зараснуваат моите гробови во бурјан,1989,1989
7618,патеките меѓу нив во пиреј,1989,1989
7619,се губат нишаните,1989,1989
7620,сè помалку се оние што ги знаат,1989,1989
7621,и што можат да ме доведат до нив,1989,1989
7622,мои покојници,1989,1989
7623,како ќе ви ја потврдам тогаш својата верност,1989,1989
7624,и како ќе ја обновам,1989,1989
7625,за да има мир во душава,1989,1989
7626,мрша,1989,1989
7627,на прв поглед се установува дека,1989,1989
7628,тоа било природна смрт,1989,1989
7629,мало тело на мачка,1989,1989
7630,вкочането,1989,1989
7631,нозете напред и назад сосем испружени,1989,1989
7632,да биде поблизок допирот до земјата,1989,1989
7633,на која легнало главчето,1989,1989
7634,смртта настапила,1989,1989
7635,сигурно,1989,1989
7636,на некое поскришно место,1989,1989
7637,некој ја пласнал ситната мрша,1989,1989
7638,на улица,1989,1989
7639,до кантите за ѓубре,1989,1989
7640,тоа е мачка,1989,1989
7641,а можел да биде и пес,1989,1989
7642,добро што е утрово студено,1989,1989
7643,болка,1989,1989
7644,ти не плаши се од неа,1989,1989
7645,таа може и да тивне,1989,1989
7646,како жив жар што се потура со пепел,1989,1989
7647,за пак да се распрета,1989,1989
7648,и да светне сепак малку потемно,1989,1989
7649,па и ќе свикнеш,1989,1989
7650,да се движиш и да мируваш така,1989,1989
7651,што помалку да глочка,1989,1989
7652,само понекогаш ќе те жегне,1989,1989
7653,како отворена рана,1989,1989
7654,видување,1989,1989
7655,дошол стрико петруш од дреновци,1989,1989
7656,кондисал кај евремовци,1989,1989
7657,нели го прават митроен,1989,1989
7658,еј од кога не е дојден,1989,1989
7659,од оломнани,1989,1989
7660,го фатил далак кутриот,1989,1989
7661,д одиме да го видиме,1989,1989
7662,сега е време да се скрши некој лаф со него,1989,1989
7663,оти,1989,1989
7664,што знаеш што носи денот,1989,1989
7665,што носи ноќта,1989,1989
7666,едно видување еден век,1989,1989
7667,благослов,1989,1989
7668,благословени да сте ситни маки,1989,1989
7669,вие дребни,1989,1989
7670,вие мали,1989,1989
7671,уште подобро ако сте измислени,1989,1989
7672,зашто ни се чините толку тешки,1989,1989
7673,толку страшни,1989,1989
7674,несносни,1989,1989
7675,та поради тоа не го сеќаваме,1989,1989
7676,така остро и луто,1989,1989
7677,како што би требало,1989,1989
7678,ами само како тивната тегоба,1989,1989
7679,присуството,1989,1989
7680,во нас,1989,1989
7681,на главната разорна болка,1989,1989
7682,маглено утро,1989,1989
7683,сонцето е потурено со пепел,1989,1989
7684,чекај,1989,1989
7685,да го распрета вселенскиот ветар,1989,1989
7686,ваквите утра се создадени за гроза,1989,1989
7687,боцки во писките од студ,1989,1989
7688,готов сум да прифатам секаков пораз,1989,1989
7689,ги кревам рацете горе,1989,1989
7690,само едно уште не можам да замислам,1989,1989
7691,ти да ми бидеш туѓ човек,1989,1989
7692,свежина,1989,1989
7693,студено варило,1989,1989
7694,чешма во леската под златоврв,1989,1989
7695,жуберка водата,1989,1989
7696,во дванаесет коритца,1989,1989
7697,камени,1989,1989
7698,од едно во друго претекува,1989,1989
7699,сонце просеано низ клепките,1989,1989
7700,ромор во слухот,1989,1989
7701,бистер здив,1989,1989
7702,што останало животна свежина во мене,1989,1989
7703,отаде потекнува,1989,1989
7704,зборот,1989,1989
7705,чувај го зборот добро врзан,1989,1989
7706,како необучен коњ,1989,1989
7707,што знае,1989,1989
7708,да каса да клоца да мава,1989,1989
7709,чувај го,1989,1989
7710,зашто,1989,1989
7711,ако го пуштиш така,1989,1989
7712,разоглавен по чаирите,1989,1989
7713,којзнае која луда глава,1989,1989
7714,ќе посака,1989,1989
7715,да го јава,1989,1989
7716,стереотипи,1989,1989
7717,кај да се свртам,1989,1989
7718,големи примери,1989,1989
7719,готови обрасци за подражавање,1989,1989
7720,како да стојам меѓу огледала,1989,1989
7721,во кои откривам туѓи ликови,1989,1989
7722,кај што го барам својот,1989,1989
7723,па како да ја насетам тогаш,1989,1989
7724,мерата според сопствената ќуд,1989,1989
7725,но може духот не смислил уште,1989,1989
7726,што да изговорам,1989,1989
7727,и што да сторам,1989,1989
7728,пак место него и по негов суд,1989,1989
7729,дожд,1989,1989
7730,овој дожд што ромори цела ноќ,1989,1989
7731,во темницата,1989,1989
7732,и што во матново утро,1989,1989
7733,прави клобурци во вирчињата,1989,1989
7734,овој дожд,1989,1989
7735,по толку месеци суша,1989,1989
7736,кога земјата пекаше за водичка,1989,1989
7737,доаѓа најпосле како благодет,1989,1989
7738,и надеж,1989,1989
7739,за секоја тревка што никнува,1989,1989
7740,во пролетта,1989,1989
7741,и дури како благослов,1989,1989
7742,и смирување на душите,1989,1989
7743,по кои влакнести морници лазат,1989,1989
7744,овој пролетен дожд,1989,1989
7745,овој дожд,1989,1989
7746,ќе ја ублажи можеби,1989,1989
7747,макар малку,1989,1989
7748,и омразата,1989,1989
7749,ода на умот,1989,1989
7750,о виспрен уме,1989,1989
7751,како орелон ти си што се издига,1989,1989
7752,и кружи во вишноно небо,1989,1989
7753,и не само во ведар ден,1989,1989
7754,кога погледот му отсликува,1989,1989
7755,секој белутрак и секоја бразда,1989,1989
7756,долу на земјата,1989,1989
7757,ами и во зол час,1989,1989
7758,кога горат планињето,1989,1989
7759,и пламни го лижат сводот,1989,1989
7760,го зафаќа тогаш огнот и неговото гнездо,1989,1989
7761,сосе неврсните пилци,1989,1989
7762,подгорени се крилјата на орлицата,1989,1989
7763,беспомошна над нив,1989,1989
7764,со диви крици,1989,1989
7765,тој се спушта и пак се извишува и пак,1989,1989
7766,од сите страни поклопил чадот,1989,1989
7767,и сè се смрачило во видокругот,1989,1989
7768,само над него на синило проблесок,1989,1989
7769,како насолзено око,1989,1989
7770,што полека се затвора,1989,1989
7771,или,1989,1989
7772,како испустен човек муаџир,1989,1989
7773,што бега пред силата,1989,1989
7774,сè оставајќи зад себе,1989,1989
7775,ти веќе смислуваш каде да се приплеска,1989,1989
7776,макар колиба,1989,1989
7777,место родниот дом,1989,1989
7778,за да се живее кога дошло,1989,1989
7779,живот и без љубов,1989,1989
7780,зашто ти треба да проникнеш во сè,1989,1989
7781,и да прифатиш сè,1989,1989
7782,возвишен уме,1989,1989
7783,вера,1989,1989
7784,веро на нашата младост,1989,1989
7785,што стори од нив што направи,1989,1989
7786,од едни ситни праматари,1989,1989
7787,од други сити берокуќници добивници,1989,1989
7788,без со прст да мрднат,1989,1989
7789,од трети маченици на твојот збор,1989,1989
7790,така си шепотат меѓу себе,1989,1989
7791,гробовите на оние млади луѓе уште деца,1989,1989
7792,што еднаш го положија животот,1989,1989
7793,очовечување,1989,1989
7794,штом тие можеле така да помислат,1989,1989
7795,и дури да ми го речат,1989,1989
7796,јас не знам што е слободен здив,1989,1989
7797,од гради ширно широки,1989,1989
7798,целиот свет да загрнат,1989,1989
7799,не,1989,1989
7800,роди се човек роб биди,1989,1989
7801,ами,1989,1989
7802,роди се роб и роб биди,1989,1989
7803,кочо рацине брате,1989,1989
7804,животен пат,1989,1989
7805,еве деведесет правам,1989,1989
7806,оваа година,1989,1989
7807,како не ме вркна некоја пушка,1989,1989
7808,како не ме сотре некоја чума,1989,1989
7809,а и зошто сум се родила,1989,1989
7810,умов се мати и се лушка,1989,1989
7811,и пак сака да дума,1989,1989
7812,сè се запустило се истребило,1989,1989
7813,а ми се чини како вчера да било,1989,1989
7814,како да не било,1989,1989
7815,немош,1989,1989
7816,тоа се случува така со секого,1989,1989
7817,со човек со птица со волк,1989,1989
7818,последен порив последен повик,1989,1989
7819,последен подем или полет,1989,1989
7820,потоа пад и молк,1989,1989
7821,плачат во мене последните десет години,1989,1989
7822,на исцрпување,1989,1989
7823,од возбуди и болка што клука,1989,1989
7824,липаат како напуштени деца,1989,1989
7825,сами пред замандалена порта,1989,1989
